customerID,Gender,SeniorCitizen,Partner,Dependents,Day,Year,Month,Age
2592-YKDIF,Female,No,No,No,2,1995,2,30
2272-JKMSI,Female,No,Yes,Yes,21,1987,11,37
0471-LVHGK,Male,No,Yes,No,1,2005,1,20
9518-RWHZL,Female,No,No,No,5,2005,7,20
8714-CTZJW,Female,No,No,No,22,1992,11,32
3569-EDBPQ,Female,No,No,No,30,1998,1,27
3131-NWVFJ,Female,No,Yes,Yes,14,2003,3,22
7521-YXVZY,Male,No,No,Yes,28,1982,7,42
5419-CONWX,Female,No,No,No,6,1993,1,32
6240-EURKS,Female,No,No,Yes,15,1985,8,39
2373-NTKOD,Male,No,No,No,4,1988,5,37
1970-KKFWL,Female,No,No,No,5,2002,12,22
6960-HVYXR,Female,No,No,No,26,2012,10,12
9337-SRRNI,Male,No,No,Yes,3,1995,1,30
0895-UADGO,Male,No,No,Yes,24,1990,7,35
5678-VFNEQ,Female,No,Yes,No,30,2001,3,24
5977-CKHON,Female,No,Yes,Yes,27,1982,8,42
7024-OHCCK,Female,No,No,No,8,1981,3,44
2692-BUCFV,Male,No,No,No,10,1982,5,43
7861-UVUFT,Female,No,Yes,No,10,1997,1,28
1830-GGFNM,Male,No,Yes,Yes,24,2008,4,17
5302-BDJNT,Male,No,No,No,22,1994,5,31
5223-UZAVK,Male,No,No,No,20,1987,3,38
4859-ZSRDZ,Female,No,Yes,Yes,6,2005,8,19
5651-WYIPH,Female,No,No,No,3,1990,6,35
9350-VLHMB,Male,No,Yes,Yes,25,1992,5,33
3498-LZGQZ,Male,No,Yes,Yes,13,2006,12,18
8785-CJSHH,Female,No,Yes,No,4,1986,6,39
5357-TZHPP,Male,No,No,No,27,1987,5,38
3870-SPZSI,Female,No,Yes,Yes,25,2012,6,13
0680-DFNNY,Male,No,Yes,No,29,1981,7,43
7560-QRBXH,Female,No,No,Yes,20,2009,12,15
7077-XJMET,Male,No,Yes,No,17,1984,1,41
8752-GHJFU,Male,No,Yes,No,30,1993,5,32
6896-SRVYQ,Male,No,No,No,1,2000,2,25
7767-UXAGJ,Male,No,No,No,5,1994,5,31
4652-ODEVH,Male,No,Yes,Yes,7,2001,1,24
6510-UPNKS,Female,No,No,No,10,1997,8,27
6718-BDGHG,Female,No,Yes,No,7,2005,10,19
9046-DQMTP,Male,No,No,No,6,2009,4,16
6439-LAJXL,Male,No,Yes,No,27,2001,4,24
1571-SAVHK,Male,No,No,No,19,1980,9,44
9052-VKDUW,Female,No,Yes,No,1,1999,5,26
9546-CQJSU,Female,No,No,No,29,2001,2,24
1666-JZPZT,Male,No,No,No,27,2001,5,24
5777-KJIRB,Female,No,No,No,26,2009,3,16
0506-LVNGN,Female,No,No,No,17,1991,2,34
7677-SJJJK,Male,No,Yes,Yes,30,2012,11,12
2480-EJWYP,Female,No,Yes,No,7,2007,7,18
3253-HKOKL,Female,No,Yes,Yes,10,2008,7,17
7055-HNEOJ,Male,No,Yes,No,7,1990,10,34
5514-YQENT,Male,No,No,Yes,6,1984,10,40
3211-AAPKX,Male,No,No,No,19,2002,4,23
8445-DNBAE,Male,No,No,Yes,17,2002,4,23
2951-QOQTK,Male,No,No,Yes,14,1990,9,34
2958-NHPPS,Male,No,No,No,28,1989,8,35
6806-YDEUL,Female,No,No,No,21,2011,2,14
1735-XMJVH,Male,No,Yes,Yes,2,1998,11,26
6890-PFRQX,Male,No,No,No,4,2005,5,20
0222-CNVPT,Male,No,No,No,3,2007,8,17
5899-OUVKV,Male,No,No,No,1,2011,2,14
8681-ICONS,Male,No,Yes,Yes,26,1986,5,39
1621-YNCJH,Female,No,Yes,No,27,2005,12,19
3473-XIIIT,Female,No,Yes,No,4,2008,4,17
6362-QHAFM,Male,No,Yes,No,8,2006,6,19
7893-IXHRQ,Male,No,No,No,24,2005,5,20
3070-BDOQC,Female,No,No,No,10,2011,1,14
2952-QAYZF,Male,No,No,No,7,2005,8,19
6234-PFPXL,Male,No,Yes,No,4,1983,1,42
9824-QCJPK,Male,No,Yes,No,12,2003,10,21
4763-PGDPO,Female,No,No,No,26,1995,5,30
4283-IVYCI,Male,No,No,No,11,1992,1,33
1866-OBPNR,Male,No,Yes,Yes,26,2012,3,13
8205-MQUGY,Male,No,Yes,Yes,29,2005,3,20
8970-ANWXO,Female,No,No,No,5,2010,10,14
9480-BQJEI,Male,No,No,No,27,1989,7,36
5394-SVGJV,Male,No,No,No,9,1994,3,31
6979-TNDEU,Female,No,No,No,19,1985,3,40
9777-WJJPR,Male,No,Yes,No,13,1988,10,36
9283-LZQOH,Male,No,Yes,Yes,8,1983,4,42
7079-QRCBC,Female,No,No,No,26,1994,9,30
9495-SKLKD,Male,No,Yes,Yes,15,2001,5,24
6048-UWKAL,Female,No,Yes,No,8,1987,1,38
5067-DGXLL,Male,No,No,No,29,2007,1,18
5469-CTCWN,Male,No,Yes,Yes,17,1997,5,28
9851-QXEEQ,Male,No,No,No,30,1987,8,37
6281-FKEWS,Female,No,No,No,18,1994,10,30
8898-KASCD,Male,No,No,No,28,2003,10,21
9242-TKFSV,Male,No,Yes,Yes,7,1987,8,37
9290-SHCMB,Female,No,No,No,27,2001,1,24
0743-HNPFG,Female,No,Yes,Yes,28,1998,9,26
2277-BKJKN,Female,No,Yes,No,6,1993,11,31
9809-IMGCQ,Male,No,No,No,1,1986,11,38
5208-HFSBT,Female,No,No,No,15,1987,8,37
5035-PGZXH,Female,No,No,No,15,2009,12,15
8695-WDYEA,Male,No,No,No,3,1995,4,30
6543-JXSOO,Female,No,Yes,Yes,26,1994,6,31
8016-ZMGMO,Female,No,Yes,No,14,2007,7,18
8605-ITULD,Female,No,No,No,6,2007,10,17
3254-YRILK,Male,No,No,No,14,1987,8,37
6416-YJTTB,Male,No,No,No,19,1990,9,34
2667-WYLWJ,Female,No,Yes,Yes,13,1987,10,37
4472-VESGY,Female,No,Yes,Yes,26,1985,5,40
3195-TQDZX,Male,No,No,No,8,2008,10,16
3128-YOVTD,Female,No,Yes,Yes,11,2012,3,13
0529-ONKER,Male,No,No,No,22,1995,8,29
1728-CXQBE,Male,No,Yes,No,6,2010,8,14
7041-TXQJH,Female,No,No,No,12,1999,10,25
5014-GSOUQ,Male,No,No,No,1,1996,12,28
5724-BIDBU,Male,No,Yes,No,4,1991,1,34
0481-SUMCB,Female,No,No,No,6,1987,6,38
1769-GRUIK,Female,No,No,No,24,2003,6,22
5240-IJOQT,Male,No,No,No,11,2012,9,12
8819-WFGGJ,Male,No,Yes,No,22,1989,11,35
7427-AUFPY,Male,No,No,No,25,1987,9,37
2811-POVEX,Female,No,Yes,Yes,19,1991,12,33
1092-GANHU,Male,No,No,No,18,2002,11,22
7898-PDWQE,Male,No,Yes,No,27,1980,3,45
9972-EWRJS,Female,No,Yes,Yes,10,2011,6,14
9314-IJWSQ,Female,No,Yes,Yes,17,2006,2,19
0661-XEYAN,Female,No,No,No,6,1985,9,39
5799-JRCZO,Female,No,No,Yes,21,1982,10,42
1921-KYSAY,Female,No,No,No,11,1989,3,36
6198-RTPMF,Female,No,Yes,No,14,1985,12,39
2924-KHUVI,Male,No,Yes,No,25,1994,9,30
1925-GMVBW,Female,No,No,No,3,1991,6,34
7881-EVUAD,Female,No,No,No,12,1981,10,43
6184-DYUOB,Female,No,Yes,No,25,2007,7,18
9207-ZPANB,Male,No,No,No,9,1986,6,39
5766-XQXMQ,Female,No,No,No,25,1994,5,31
9327-QSDED,Male,No,No,No,2,1990,5,35
1656-DRSMG,Female,No,No,No,3,1984,6,41
3012-VFFMN,Female,No,Yes,Yes,21,1986,5,39
2984-AFWNC,Female,No,No,No,19,1996,12,28
0640-YJTPY,Male,No,Yes,Yes,28,2007,12,17
8096-LOIST,Female,No,No,No,20,1999,5,26
9764-REAFF,Female,No,Yes,No,26,1992,3,33
3703-VAVCL,Male,No,Yes,Yes,28,1997,8,27
7107-UBYKY,Female,No,Yes,Yes,11,1985,2,40
4881-GQJTW,Male,No,No,No,25,1993,4,32
8519-QJGJD,Female,No,No,No,24,2012,9,12
7876-DNYAP,Female,No,Yes,Yes,4,1981,5,44
7905-NJMXS,Male,No,Yes,No,18,2001,4,24
2882-WDTBA,Male,No,Yes,Yes,21,1980,10,44
2091-GPPIQ,Female,No,Yes,Yes,2,2000,11,24
6326-MTTXK,Male,No,No,No,26,1993,9,31
5071-FBJFS,Female,No,Yes,Yes,20,2005,10,19
2796-UUZZO,Male,No,Yes,Yes,1,1982,10,42
2429-AYKKO,Male,No,No,No,7,2000,11,24
9798-OPFEM,Female,No,No,No,8,2006,7,19
0330-IVZHA,Female,No,Yes,No,27,1995,9,29
3794-NFNCH,Male,No,Yes,No,12,2010,5,15
5193-QLVZB,Male,No,No,No,2,1984,4,41
7114-AEOZE,Female,No,No,No,11,2007,4,18
2886-KEFUM,Female,No,Yes,No,10,2010,10,14
5522-NYKPB,Male,No,Yes,Yes,3,1994,3,31
4237-RLAQD,Male,No,No,No,30,1988,9,36
9957-YODKZ,Male,No,Yes,No,16,1996,10,28
6518-KZXCB,Male,No,No,No,20,2005,3,20
2245-ADZFJ,Female,No,Yes,Yes,26,1988,5,37
7776-QGYJC,Female,No,Yes,Yes,6,1981,7,44
9313-QOLTZ,Male,No,No,No,23,1981,5,44
9651-GTSAQ,Female,No,Yes,No,7,1988,9,36
3186-BAXNB,Female,No,No,No,15,1997,12,27
4672-FOTSD,Male,No,No,No,15,2004,6,21
0637-YLETY,Female,No,No,No,25,2002,3,23
9818-XQCUV,Female,No,No,No,9,2005,7,20
7338-ERIVA,Male,No,No,Yes,24,2008,11,16
1157-BQCUW,Male,No,No,No,12,1981,10,43
8259-NFJTV,Female,No,Yes,Yes,11,1986,2,39
3223-DWFIO,Male,No,No,No,2,2001,6,24
2660-EMUBI,Male,No,No,No,13,2001,7,24
6968-GMKPR,Female,No,No,No,13,1981,11,43
4751-ERMAN,Male,No,Yes,Yes,12,1991,4,34
1436-ZMJAN,Female,No,Yes,No,27,2009,2,16
3292-PBZEJ,Male,No,No,No,18,1983,5,42
0799-DDIHE,Female,No,Yes,Yes,25,1983,12,41
3070-FNFZQ,Female,No,Yes,Yes,20,1998,10,26
2812-SFXMJ,Male,No,No,Yes,16,1981,10,43
7675-OZCZG,Female,No,No,No,11,1986,5,39
5014-WUQMG,Male,No,Yes,Yes,18,1994,2,31
5312-TSZVC,Female,No,No,Yes,12,1989,6,36
2003-CKLOR,Male,No,No,No,26,1989,1,36
0993-OSGPT,Female,No,Yes,No,22,1990,5,35
9254-RBFON,Female,No,Yes,Yes,25,2001,1,24
1205-WNWPJ,Female,No,No,No,10,2003,2,22
9391-EOYLI,Male,No,Yes,No,14,1986,7,39
7108-DGVUU,Female,No,Yes,No,12,2008,10,16
2782-JEEBU,Male,No,No,No,19,2012,8,12
5127-BZENZ,Female,No,Yes,Yes,27,1987,10,37
2720-FVBQP,Female,No,Yes,Yes,21,1999,9,25
9906-NHHVC,Female,No,No,No,2,2005,8,19
4522-XRWWI,Male,No,Yes,No,12,1981,5,44
3766-EJLFL,Female,No,Yes,Yes,15,1993,9,31
5939-SXWHM,Male,No,Yes,Yes,2,2003,12,21
8152-UOBNY,Female,No,No,No,13,2010,2,15
7351-KYHQH,Female,No,No,No,14,1996,6,29
7643-RCHXS,Female,No,Yes,Yes,14,1990,12,34
8246-SHFGA,Male,No,No,No,1,1991,10,33
8387-MOJJT,Female,No,Yes,Yes,7,1992,10,32
0620-XEFWH,Male,No,Yes,Yes,8,2008,4,17
6485-QXWWE,Female,No,No,Yes,12,2009,2,16
2761-OCIAX,Male,No,No,No,18,1985,1,40
7321-VGNKU,Female,No,Yes,No,29,1982,2,43
5327-CNLUQ,Male,No,Yes,No,9,2010,9,14
7552-KEYGT,Male,No,Yes,No,2,1989,11,35
5816-JMLGY,Female,No,Yes,Yes,20,2010,10,14
3068-OMWZA,Male,No,No,No,22,2001,4,24
2927-QRRQV,Male,No,Yes,No,10,2009,5,16
6032-KRXXO,Male,No,No,No,7,2004,11,20
7459-RRWQZ,Female,No,No,No,2,1983,4,42
6265-SXWBU,Male,No,Yes,Yes,11,1981,2,44
7941-RCJOW,Male,No,No,No,26,1980,2,45
6374-NTQLP,Male,No,Yes,Yes,4,2011,5,14
4154-AQUGT,Male,No,Yes,No,16,1988,6,37
2387-KDZQY,Male,No,No,No,8,1995,10,29
3584-WKTTW,Male,No,Yes,No,6,2009,10,15
3399-BMLVW,Male,No,Yes,Yes,28,2005,1,20
1971-DTCZB,Female,No,Yes,No,13,1999,4,26
3092-IGHWF,Male,No,Yes,Yes,6,1993,7,32
3374-PZLXD,Male,No,No,No,22,2001,7,24
3813-DHBBB,Male,No,Yes,No,8,1990,1,35
2812-REYAT,Female,No,Yes,No,16,2003,1,22
6518-PPLMZ,Male,No,Yes,Yes,28,2008,12,16
4939-KYYPY,Male,No,No,No,22,1989,8,35
8017-LXHFA,Female,No,No,No,4,2010,5,15
5930-GBIWP,Male,No,No,No,20,2000,7,25
6022-KOUQO,Female,No,Yes,Yes,20,1989,5,36
6352-TWCAU,Female,No,No,No,9,1995,8,29
2361-UPSND,Female,No,Yes,No,12,2008,11,16
6035-RIIOM,Female,No,No,No,21,1980,12,44
2929-QNSRW,Female,No,Yes,No,7,2005,3,20
1262-OPMFY,Female,No,Yes,No,19,2009,10,15
9504-DSHWM,Male,No,No,No,10,1998,4,27
5035-BVCXS,Male,No,No,No,18,1994,6,31
6267-DCFFZ,Female,No,Yes,No,13,1980,5,45
3533-UVMOM,Male,No,Yes,No,11,1995,1,30
2439-LYPMQ,Male,No,Yes,No,28,2009,9,15
4248-QPAVC,Female,No,Yes,No,22,1994,5,31
1899-VXWXM,Male,No,No,No,19,1996,8,28
1478-VPOAD,Female,No,No,No,24,1997,11,27
9995-HOTOH,Male,No,Yes,Yes,18,1982,9,42
2988-PLAHS,Female,No,No,No,1,1987,5,38
1371-OJCEK,Female,No,No,No,17,2004,9,20
4999-IEZLT,Male,No,No,No,20,1989,11,35
8883-ANODQ,Female,No,Yes,Yes,7,2011,1,14
4690-LLKUA,Male,No,No,No,21,1996,3,29
2351-RRBUE,Female,No,Yes,Yes,21,1980,10,44
5980-BDHPY,Male,No,Yes,No,29,2012,1,13
1498-DQNRX,Female,No,Yes,No,22,1980,10,44
9469-WEJBT,Male,No,Yes,No,14,1980,7,45
3331-HQDTW,Female,No,No,No,19,1991,10,33
9490-DFPMD,Female,No,No,No,26,2009,6,16
2581-VKIRT,Female,No,Yes,Yes,24,1993,12,31
5442-XSDCW,Male,No,Yes,Yes,27,2004,2,21
7426-WEIJX,Male,No,Yes,Yes,3,2006,8,18
2851-MMUTZ,Female,No,No,No,20,2010,3,15
3049-NDXFL,Female,No,No,No,17,2000,7,25
8580-AECUZ,Male,No,No,No,22,2004,4,21
3307-TLCUD,Male,No,Yes,No,3,2003,7,22
6625-FLENO,Male,No,Yes,No,11,1983,8,41
2967-MXRAV,Male,No,Yes,Yes,3,2005,1,20
7963-GQRMY,Female,No,Yes,Yes,29,1988,1,37
8189-HBVRW,Female,No,No,No,10,1983,10,41
4163-KIUHY,Male,No,No,No,17,1987,9,37
1228-FZFRV,Male,No,Yes,Yes,8,1993,11,31
3500-NSDOA,Male,No,Yes,Yes,15,2006,7,19
1171-TYKUR,Male,No,Yes,No,25,1999,5,26
3761-FLYZI,Female,No,Yes,No,25,1984,5,41
2058-DCJBE,Male,No,No,No,15,1980,1,45
5364-XYIRR,Male,No,Yes,No,29,2004,7,20
4829-AUOAX,Female,No,No,No,10,1995,8,29
1219-NNDDO,Female,No,No,No,30,2001,1,24
8388-DMKAE,Female,No,No,No,20,1993,12,31
4403-BWPAY,Male,No,No,No,25,1987,1,38
9659-QEQSY,Female,No,No,No,3,1993,8,31
5405-ZMYXQ,Female,No,No,No,10,2012,6,13
5047-LHVLY,Male,No,No,Yes,22,1991,3,34
1442-OKRJE,Male,No,Yes,Yes,10,2007,11,17
4737-AQCPU,Male,No,Yes,Yes,17,2002,2,23
9158-VCTQB,Female,No,Yes,No,13,2006,11,18
2808-CHTDM,Female,No,Yes,Yes,2,1987,3,38
6311-UEUME,Female,No,No,No,11,1999,6,26
0793-TWELN,Female,No,No,No,14,1996,3,29
3283-WCWXT,Male,No,Yes,Yes,10,1991,2,34
1060-ENTOF,Female,No,Yes,No,25,2010,6,15
0999-QXNSA,Male,No,No,Yes,8,1981,1,44
5451-MHQOF,Male,No,Yes,Yes,16,1982,7,43
4836-WNFNO,Female,No,Yes,No,1,2009,4,16
9225-BZLNZ,Male,No,Yes,No,30,1990,7,34
0354-VXMJC,Male,No,Yes,Yes,25,1985,11,39
4422-QVIJA,Female,No,No,Yes,22,2007,7,18
9365-SRSZE,Male,No,Yes,No,26,2011,1,14
6839-ITVZJ,Female,No,Yes,Yes,5,2011,10,13
8332-OSJDW,Male,No,Yes,Yes,14,1987,6,38
4735-BJKOU,Female,No,No,No,2,1982,5,43
0274-JKUJR,Male,No,Yes,Yes,2,1987,4,38
5740-YHGTW,Male,No,Yes,Yes,25,1985,10,39
8917-SZTTJ,Male,No,Yes,Yes,13,1988,9,36
1696-MZVAU,Male,No,Yes,Yes,7,2000,7,25
7359-WWYJV,Male,No,Yes,No,27,2008,5,17
0375-HVGXO,Female,No,No,No,19,1999,2,26
4906-ZHGPK,Male,No,Yes,Yes,13,1992,6,33
8593-WHYHV,Male,No,No,No,25,2000,6,25
3795-GWTRD,Female,No,Yes,Yes,29,1996,8,28
1298-PHBTI,Male,No,Yes,Yes,4,2003,3,22
6223-DHJGV,Female,No,No,No,8,1992,4,33
6961-MJKBO,Male,No,No,No,8,2000,11,24
6097-EQISJ,Female,No,Yes,Yes,30,1980,8,44
4423-YLHDV,Female,No,Yes,No,2,1980,12,44
8158-WPEZG,Male,No,No,No,29,1999,11,25
0107-YHINA,Male,No,No,Yes,27,2012,9,12
4918-FYJNT,Female,No,Yes,No,14,2000,4,25
0727-BNRLG,Male,No,No,No,11,1986,1,39
4854-CIDCF,Female,No,No,No,4,1988,3,37
8640-SDGKB,Male,No,No,No,16,2012,9,12
3280-MRDOF,Male,No,No,No,4,1995,3,30
6435-SRWBJ,Female,No,No,No,26,1987,11,37
9964-WBQDJ,Female,No,Yes,No,1,1998,3,27
6303-KFWSL,Female,No,No,No,13,2011,8,13
1702-CCFNJ,Male,No,Yes,No,8,1998,6,27
8932-CZHRQ,Male,No,No,No,30,1999,11,25
0386-CWRGM,Female,No,Yes,Yes,28,1984,6,41
5515-RUGKN,Male,No,No,No,11,2008,3,17
0404-AHASP,Male,No,Yes,No,15,1992,8,32
7279-NMVJC,Female,No,No,No,30,1982,10,42
2081-VEYEH,Male,No,No,No,9,1997,11,27
6407-UTSLV,Female,No,No,No,1,1994,12,30
4116-TZAQJ,Female,No,No,No,4,2002,8,22
9060-HJJRW,Female,No,No,No,22,2001,3,24
2587-YNLES,Female,No,Yes,Yes,24,1990,1,35
7398-SKNQZ,Female,No,Yes,No,10,1991,12,33
5935-FCCNB,Female,No,No,No,12,1985,10,39
1958-RNRKS,Male,No,Yes,No,9,1983,11,41
5136-RGMZO,Male,No,No,No,21,1996,11,28
8345-MVDYC,Female,No,No,No,15,2010,11,14
8226-BXGES,Male,No,Yes,No,15,2011,12,13
3877-JRJIP,Male,No,No,No,5,1993,8,31
8375-DKEBR,Female,No,No,No,30,1989,2,36
9705-IOVQQ,Male,No,Yes,Yes,28,2011,8,13
1015-OWJKI,Male,No,No,No,16,2006,2,19
7511-YMXVQ,Male,No,No,No,20,2012,11,12
2040-XBAVJ,Male,No,Yes,Yes,7,2001,8,23
7551-JOHTI,Female,No,No,No,6,2011,11,13
8887-IPQNC,Female,No,Yes,No,2,2006,6,19
8646-JCOMS,Female,No,Yes,No,23,1986,7,39
9804-ICWBG,Male,No,No,No,11,2004,6,21
1222-KJNZD,Male,No,Yes,Yes,1,2008,8,16
0106-GHRQR,Male,No,No,No,1,2005,12,19
5318-IXUZF,Female,No,No,No,20,1994,1,31
3768-VHXQO,Male,No,Yes,No,15,2003,6,22
8952-WCVCD,Female,No,Yes,No,1,1987,8,37
2418-TPEUN,Female,No,Yes,Yes,27,1984,6,41
3963-RYFNS,Female,No,No,No,17,2011,10,13
3198-VELRD,Female,No,Yes,Yes,18,2008,2,17
8540-ZQGEA,Female,No,Yes,No,4,1988,10,36
1320-REHCS,Male,No,No,No,8,1981,7,44
4137-JOPHL,Female,No,No,No,28,1986,12,38
9436-ZBZCT,Male,No,No,No,25,2011,2,14
7801-CEDNV,Male,No,Yes,No,12,2002,2,23
2057-BOYKM,Female,No,Yes,No,24,1991,3,34
3658-QQJYD,Male,No,No,No,10,1984,2,41
1803-BGNBD,Female,No,No,No,15,2004,11,20
0134-XWXCE,Female,No,No,No,26,1995,11,29
6950-TWMYB,Male,No,Yes,Yes,30,1991,12,33
5848-FHRFC,Female,No,No,No,5,2009,2,16
2243-FNMMI,Male,No,No,No,23,1998,1,27
2511-MORQY,Male,No,Yes,Yes,3,2006,3,19
5356-KZCKT,Male,No,No,No,11,1992,8,32
9470-XCCEM,Male,No,Yes,Yes,15,1987,9,37
6519-CFDBX,Female,No,No,No,20,2004,1,21
3902-MIVLE,Male,No,Yes,Yes,14,2008,2,17
0409-WTMPL,Female,No,Yes,No,26,2007,11,17
8763-KIAFH,Female,No,Yes,Yes,8,2000,1,25
3669-WHAFY,Female,No,Yes,No,15,1995,4,30
3055-VTCGS,Female,No,No,No,12,1982,8,42
3144-KMTWZ,Male,No,Yes,No,16,1997,9,27
7279-BUYWN,Female,No,No,No,17,1988,12,36
7156-MHUGY,Male,No,No,No,20,1994,12,30
7198-GLXTC,Male,No,No,No,20,2007,3,18
2007-QVGAW,Female,No,Yes,Yes,16,1988,1,37
5207-PLSTK,Male,No,Yes,Yes,25,2000,8,24
2307-FYNNL,Male,No,No,No,10,1994,6,31
5605-XNWEN,Male,No,Yes,No,24,1982,8,42
2155-AMQRX,Female,No,No,No,21,2005,11,19
6181-AXXYF,Male,No,Yes,Yes,20,1980,4,45
5091-HFAZW,Female,No,No,No,17,2010,6,15
0516-VRYBW,Female,No,No,Yes,12,1989,2,36
2519-LBNQL,Male,No,Yes,No,25,1999,6,26
8623-ULFNQ,Female,No,No,No,25,1996,3,29
8380-PEFPE,Male,No,No,Yes,4,1991,2,34
5687-DKDTV,Female,No,No,No,14,1982,1,43
1568-LJSZU,Male,No,Yes,Yes,28,1997,1,28
7530-HDYDS,Female,No,No,No,3,2008,9,16
7789-HKSBS,Female,No,Yes,No,1,2012,2,13
7416-CKTEP,Female,No,Yes,No,22,1994,12,30
2586-CWXVV,Male,No,Yes,No,24,1995,6,30
3096-IZETN,Female,No,No,No,5,2008,11,16
2348-KCJLT,Female,No,Yes,No,7,2009,9,15
8401-EMUWF,Male,No,Yes,Yes,24,2008,4,17
4193-IBKSW,Male,No,Yes,Yes,26,1989,9,35
5377-NDTOU,Female,No,Yes,Yes,5,2006,10,18
5922-ABDVO,Female,No,Yes,No,24,2000,11,24
2474-LCNUE,Female,No,Yes,No,24,1985,4,40
0839-QNXME,Female,No,No,No,3,1982,6,43
3506-OVLKD,Male,No,No,No,28,1998,5,27
9172-ANCRX,Female,No,No,No,28,1991,8,33
6650-VJONK,Male,No,No,No,27,2011,10,13
2178-PMGCJ,Male,No,No,No,24,2003,12,21
7492-TAFJD,Male,No,Yes,Yes,25,1998,1,27
2773-MADBQ,Female,No,No,No,8,2002,5,23
6016-LVTJQ,Female,No,Yes,Yes,22,2009,9,15
7860-KSUGX,Male,No,Yes,Yes,25,2007,6,18
8966-KZXXA,Male,No,Yes,Yes,12,1991,2,34
6910-HADCM,Female,No,No,No,17,2001,11,23
4816-LXZYW,Female,No,No,No,4,1980,3,45
9606-PBKBQ,Male,No,Yes,No,7,1987,9,37
5149-QYTTU,Female,No,Yes,Yes,27,1990,1,35
2070-XYMFH,Female,No,No,No,27,1995,9,29
2085-BOJKI,Male,No,Yes,No,19,1981,4,44
0817-HSUSE,Male,No,No,No,6,1991,4,34
5442-PPTJY,Male,No,Yes,Yes,12,2007,12,17
1927-QEWMY,Female,No,Yes,No,10,2012,9,12
1663-MHLHE,Male,No,No,No,16,2005,7,20
5663-QBGIS,Male,No,Yes,No,25,1987,9,37
4450-MDZFX,Male,No,Yes,Yes,5,1986,6,39
6701-DHKWQ,Female,No,Yes,Yes,18,2012,3,13
7554-AKDQF,Female,No,Yes,No,14,2007,5,18
3536-IQCTX,Male,No,Yes,No,9,2012,3,13
4911-BANWH,Female,No,No,Yes,23,1986,3,39
8496-EJAUI,Male,No,No,No,27,2008,3,17
0794-YVSGE,Male,No,Yes,Yes,22,1998,7,27
5423-BHIXO,Female,No,No,No,30,2010,5,15
6908-VVYHM,Male,No,Yes,No,7,2009,9,15
2959-EEXWB,Female,No,Yes,Yes,25,2001,7,24
1839-UMACK,Male,No,No,No,21,1998,1,27
3030-YDNRM,Male,No,No,No,25,1997,9,27
7321-KKSDU,Male,No,No,Yes,28,1992,11,32
3402-XRIUO,Female,No,Yes,No,21,1986,5,39
3132-TVFDZ,Male,No,Yes,No,9,1997,1,28
8286-AFUYI,Male,No,No,No,15,2012,4,13
8080-DDEMJ,Male,No,No,No,12,2006,5,19
8356-WUAOJ,Female,No,Yes,No,29,1990,1,35
6365-MTGZX,Male,No,No,No,8,2009,12,15
1349-WXNGG,Male,No,No,No,6,2000,4,25
8058-DMYRU,Male,No,No,No,15,1992,2,33
9350-ZXYJC,Female,No,No,No,17,2003,7,22
6990-YNRIO,Male,No,Yes,Yes,23,2007,7,18
8958-JPTRR,Female,No,Yes,No,25,1986,1,39
6959-GQEGV,Male,No,No,No,22,2012,12,12
3173-WSSUE,Female,No,Yes,Yes,8,1995,5,30
1265-HVPZB,Male,No,Yes,No,19,2010,12,14
4115-UMJFQ,Male,No,No,No,5,1990,8,34
7369-TRPFD,Male,No,No,No,18,1981,11,43
1098-KFQEC,Female,No,Yes,Yes,20,1988,1,37
7190-XHTWJ,Female,No,No,No,25,2003,1,22
0621-TWIEM,Male,No,No,No,12,1983,10,41
3537-RYBHH,Female,No,Yes,No,15,1996,1,29
2485-ITVKB,Female,No,Yes,No,14,2010,7,15
3669-OYSJI,Male,No,No,No,27,2006,3,19
1612-EOHDH,Female,No,No,No,26,1980,2,45
6702-OHFWR,Male,No,No,No,18,1982,10,42
5296-BFCYD,Male,No,Yes,Yes,6,1987,6,38
4510-PYUSH,Female,No,No,No,19,1980,8,44
9359-JANWS,Female,No,Yes,No,30,2002,3,23
7517-SAWMO,Female,No,Yes,No,8,2009,1,16
4143-HHPMK,Male,No,No,No,19,1997,3,28
3279-DYZQM,Male,No,Yes,Yes,2,1989,11,35
7054-LGEQW,Female,No,No,No,18,2002,10,22
0523-VNGTF,Female,No,No,No,3,1998,5,27
9575-IWCAZ,Male,No,Yes,No,15,1983,3,42
7105-MXJLL,Female,No,Yes,No,16,2011,7,14
7064-FRRSW,Male,No,No,No,22,2007,6,18
7940-UQQUG,Female,No,Yes,Yes,29,1992,10,32
0923-PNFUB,Female,No,No,No,24,2005,4,20
3961-SXAXY,Male,No,No,No,15,2010,12,14
7010-BRBUU,Male,No,Yes,Yes,14,2001,7,24
3566-HJGPK,Male,No,No,No,16,2004,1,21
3062-ICYZQ,Female,No,Yes,Yes,23,2008,1,17
9938-PRCVK,Female,No,Yes,Yes,6,1993,11,31
0973-KYVNF,Female,No,Yes,Yes,7,2006,3,19
5129-HHMZC,Female,No,Yes,No,10,1982,4,43
9637-CDTKZ,Male,No,Yes,No,29,2010,7,14
3946-JEWRQ,Male,No,Yes,No,16,1991,12,33
7873-CVMAW,Male,No,No,No,27,1997,1,28
0463-WZZKO,Male,No,No,No,2,1996,5,29
3494-JCHRQ,Male,No,No,No,11,2000,1,25
